2.889897906976743798e+02,2.291488196309032777e-03
2.871642093023256166e+02,5.545541528347935900e-03
2.853386279069766260e+02,1.236682851519094184e-03
2.835130465116278629e+02,-4.875776376813051316e-03
2.816874651162790997e+02,6.594138186308551308e-03
2.798618837209303365e+02,2.259074986898423898e-03
2.780363023255813459e+02,1.850175929818675957e-04
2.762107209302323554e+02,5.224622514492793801e-03
2.743851395348835922e+02,2.657216223569541791e-03
2.725595581395348290e+02,-2.531202825305500781e-03
2.707339767441858385e+02,4.965371624118974925e-03
2.689083953488370753e+02,2.172950648013344255e-03
2.670828139534883121e+02,-4.691126412208757035e-04
2.652572325581395489e+02,2.118704189547071515e-04
2.634316511627907857e+02,3.188614552149304782e-03
2.616060697674417952e+02,-1.246193949563018100e-03
2.597804883720928046e+02,1.186850277642259588e-03
2.579549069767442688e+02,2.420472167953185982e-03
2.561293255813952783e+02,8.667406719297221507e-03
2.543037441860465151e+02,4.033729480914960419e-03
2.524781627906975245e+02,3.425547034580839201e-03
2.506525813953487614e+02,2.682287468910332651e-03
2.488269999999999982e+02,4.563400846211568274e-03
2.470014186046512350e+02,-4.304980338665026496e-03
2.451758372093022444e+02,1.783289291988648939e-03
2.433502558139532539e+02,5.436843999048757148e-05
2.415246744186047181e+02,-2.958930437060580676e-03
2.396990930232557275e+02,-3.563720704204076384e-03
2.378735116279069643e+02,6.932828861869910764e-03
2.360479302325579738e+02,8.610284472731488670e-03
2.342223488372092106e+02,6.161527716562836821e-03
2.323967674418604474e+02,2.839475934489882336e-03
2.305711860465116843e+02,1.465706258443880139e-02
2.287456046511626937e+02,-1.932782407918665069e-03
2.269200232558137031e+02,3.389577688443029535e-03
2.250944418604651673e+02,5.530456733767286082e-03
2.232688604651161768e+02,5.489496027240747811e-03
2.214432790697674136e+02,-1.160265397797455300e-03
2.196176976744184230e+02,5.047509506479114227e-03
2.177921162790696599e+02,1.108589606749993406e-02
2.159665348837208967e+02,-1.041872185812928175e-02
2.141409534883721335e+02,8.626738349096801928e-03
2.123153720930231430e+02,1.599538828917040911e-02
2.104897906976743798e+02,6.607018743752718359e-03
2.086642093023256166e+02,2.482144986070394799e-02
2.068386279069766260e+02,2.406516132173269762e-02
2.050130465116278629e+02,3.653800549295724287e-02
2.031874651162790997e+02,5.037319255819353025e-02
2.013618837209303365e+02,4.641060763480317486e-02
1.995363023255813459e+02,4.321015887195953087e-02
1.977107209302323554e+02,2.782510753120834290e-02
1.958851395348835922e+02,2.616207504922415938e-02
1.940595581395348290e+02,1.508769808268414780e-02
1.922339767441858385e+02,1.512195653520331806e-02
1.904083953488370753e+02,7.358210566297818112e-03
1.885828139534883121e+02,1.730314058236576136e-02
1.867572325581395489e+02,1.010346720969559908e-02
1.849316511627907857e+02,6.612601249536831372e-03
1.831060697674417952e+02,1.033729361528801238e-02
1.812804883720928046e+02,8.624335251880332898e-03
1.794549069767442688e+02,5.020507037457183630e-03
1.776293255813952783e+02,7.059299667470625428e-03
1.758037441860465151e+02,4.567553521340472766e-03
1.739781627906975245e+02,1.430544851183845889e-02
1.721525813953486477e+02,1.059320391738624578e-02
1.703269999999999982e+02,1.160437819747350829e-02
1.685014186046511213e+02,1.339254879142345867e-02
1.666758372093021308e+02,1.113132190075577510e-02
1.648502558139533676e+02,1.639431225541285175e-02
1.630246744186046044e+02,1.143515286413765430e-02
1.611990930232558412e+02,2.689417474930999585e-02
1.593735116279069643e+02,1.626503666656542446e-02
1.575479302325579738e+02,2.081477480953936032e-02
1.557223488372093243e+02,1.983708250009746932e-02
1.538967674418604474e+02,1.973235986442797851e-02
1.520711860465115706e+02,2.164767949539148084e-02
1.502456046511628074e+02,2.815679310153459958e-02
1.484200232558140442e+02,2.940680614319354791e-02
1.465944418604650537e+02,3.049150745612486113e-02
1.447688604651161768e+02,3.473136586311620366e-02
1.429432790697674136e+02,4.778019377404132961e-02
1.411176976744184230e+02,6.886516977483678192e-02
1.392921162790696599e+02,6.461345820589065037e-02
1.374665348837208967e+02,7.465224373033990668e-02
1.356409534883720198e+02,8.014208389278937306e-02
1.338153720930231430e+02,1.083768486689693500e-01
1.319897906976744935e+02,1.246504000068592299e-01
1.301642093023255029e+02,1.386300513598125450e-01
1.283386279069766260e+02,1.453030172122272146e-01
1.265130465116278629e+02,1.534165925983048684e-01
1.246874651162790997e+02,1.585312826144563703e-01
1.228618837209303365e+02,1.488212019259100294e-01
1.210363023255813459e+02,1.457934742680832563e-01
1.192107209302324691e+02,1.197821319432829101e-01
1.173851395348835922e+02,1.041744453132991688e-01
1.155595581395349427e+02,8.157113228846196717e-02
1.137339767441859522e+02,6.361282781372537554e-02
1.119083953488370753e+02,5.647350335235137853e-02
