1.100828139534883121e+02,5.047383636775329419e-02
1.082572325581395489e+02,4.868115980406761967e-02
1.064316511627906721e+02,3.569616156601343460e-02
1.046060697674417952e+02,3.835953399859762247e-02
1.027804883720929183e+02,2.808527336721833301e-02
1.009549069767441551e+02,3.170073933871592198e-02
9.912932558139539196e+01,2.403330446391266362e-02
9.730374418604651510e+01,2.111032366217815981e-02
9.547816279069752454e+01,2.446583370854826800e-02
9.365258139534864767e+01,2.903385272391850735e-02
9.182699999999999818e+01,3.956174966882342048e-02
9.000141860465112131e+01,3.731689384130484899e-02
8.817583720930213076e+01,4.549999437936408375e-02
8.635025581395336758e+01,5.968506976847731682e-02
8.452467441860460440e+01,8.359277735464676340e-02
8.269909302325584122e+01,8.905056286344908978e-02
8.087351162790696435e+01,9.428577992552716891e-02
7.904793023255797380e+01,1.065657196089603853e-01
7.722234883720932430e+01,8.766446995893689698e-02
7.539676744186044743e+01,7.795591554513270349e-02
7.357118604651157057e+01,5.502760701719802694e-02
7.174560465116280739e+01,4.585341066872472560e-02
6.992002325581404421e+01,2.784737801006353930e-02
6.809444186046505365e+01,2.481016535034075154e-02
6.626886046511617678e+01,2.368910338900895307e-02
6.444327906976741360e+01,1.996484681724944310e-02
6.261769767441842305e+01,1.433137392953082179e-02
6.079211627906965987e+01,1.148266624561122828e-02
5.896653488372089669e+01,1.967268814325076609e-02
5.714095348837201982e+01,1.836873650189235763e-02
5.531537209302314295e+01,1.109142035754512312e-02
5.348979069767449346e+01,1.432136056909072419e-02
5.166420930232550290e+01,1.557915949621535567e-02
4.983862790697662604e+01,1.534540068915613009e-02
4.801304651162786286e+01,1.114067859042572328e-02
4.618746511627909968e+01,1.772556824867183023e-02
4.436188372093033649e+01,1.144729504480371252e-02
4.253630232558134594e+01,4.199744430503943304e-03
4.071072093023246907e+01,2.770141679227566822e-03
3.888513953488359221e+01,-8.543183502304763088e-04
3.705955813953494271e+01,2.006888562471054183e-03
3.523397674418595216e+01,7.487615788112883530e-03
3.340839534883707529e+01,-2.611654350467035313e-03
3.158281395348831566e+01,1.802929235981576284e-03
2.975723255813955248e+01,2.091826230220972249e-03
2.793165116279067561e+01,4.202174748352938138e-03
2.610606976744179875e+01,8.907771192346480849e-03
2.428048837209292188e+01,6.355720115220009347e-03
2.245490697674415870e+01,-6.135359011800456397e-04
2.062932558139539552e+01,8.937436441207591287e-04
1.880374418604651865e+01,2.744647073959799455e-03
1.697816279069752810e+01,1.846230448103780564e-03
1.515258139534887682e+01,-3.321132509467972227e-03
1.332699999999999996e+01,-6.797050471194054921e-03
1.150141860465112309e+01,-1.247844554611909906e-03
9.675837209302132536e+00,8.166841640751459908e-03
7.850255813953369355e+00,-8.992677991881997679e-03
6.024674418604606174e+00,-3.126062080354263806e-03
4.199093023255842994e+00,3.803182238802382820e-04
2.373511627906966126e+00,1.264677925426893612e-02
5.479302325579755717e-01,1.227358484853147136e-02
-1.277651162790673922e+00,2.767676378667371928e-03
